CollectingEvent,Chakra,Tree,Dist,Ht,Diam,Trt,Branch,Date,Fruit (y/n) ,Size (if Y for Fruit),Notes
2513,CC2,8,140,152,1,O,A3A-B,11/6/2016,N,,
2513,CC2,8,27,126,6,O,B,11/6/2016,N,,
2513,CC2,8,41,126,6.5,H,B,11/6/2016,Y,0.5,
2513,CC2,8,68,133,4.5,O,B,11/6/2016,N,,
2513,CC2,14,52,137,7,O,A,11/6/2016,N,,
2513,CC2,14,119,143,4,H,A1A-B,11/6/2016,N,,
2513,CC2,14,230,166,1,O,A1C2,11/6/2016,N,,
2513,CC2,14,256,161,1,O,A1D4-5,11/6/2016,N,,
2513,CC2,14,289,141,0.75,H,A1D3F,11/6/2016,N,,
2513,CC2,14,212,149,1.25,O,A1D-E,11/6/2016,N,,
2513,CC2,14,188,182,2.25,O,A5-6,11/6/2016,N,,
2513,CC2,14,195,183,2.25,H,A5-6,11/6/2016,N,,
2513,CC2,14,241,192,2,O,A5C-D,11/6/2016,N,,
2513,CC2,13,147,172,1.5,O,A1A,11/6/2016,N,,
2513,CC2,13,193,166,1.25,H,C2D-E,11/6/2016,Y,0.5,
2513,CC2,13,196,168,1.25,O,C2D-E,11/6/2016,N,,
2513,CC2,13,168,155,0.75,O,C2A,11/6/2016,N,,
2513,CC2,13,188,128,0.75,H,C3A,11/6/2016,Y,0.5,
2513,CC2,13,194,118,1.25,O,C3B-C,11/6/2016,N,,
2513,CC2,13,197,116,1.25,O,B3B-C,11/6/2016,N,,
2513,CC2,13,194,159,0.75,H,C8,11/6/2016,Y,0.5,
2513,CC2,13,124,111,1.75,O,B1B,11/6/2016,Y,CW,
2513,CC2,9,225,139,1.5,O,A1D-E,11/6/2016,N,,
2513,CC2,9,162,108,1.25,H,B2A3-4,11/6/2016,Y,0.4,
2513,CC2,9,146,114,1.5,O,B2B,11/6/2016,N,,
2513,CC2,9,129,84,1.75,O,B3,11/6/2016,N,,
2513,CC2,9,136,84,1.75,H,B3,11/6/2016,Y,0.4,
2513,CC2,9,179,72,0.75,O,B3C-D,11/6/2016,N,,
2513,CC2,9,182,68,0.75,O,B3C-D,11/6/2016,N,,
2513,CC2,9,101,143,3,H,C,11/6/2016,N,,
2513,CC2,9,137,149,1.75,O,C2,11/6/2016,Y,0.5,
2513,CC2,7,59,96,4,O,A1-2,11/6/2016,N,,
2513,CC2,7,92,107,2.5,H,A2,11/6/2016,N,,
2513,CC2,7,170,151,0.75,O,A2A1,11/6/2016,N,,
2513,CC2,7,169,151,0.75,O,A2A1-2,11/6/2016,N,,
2513,CC2,7,179,165,0.75,H,A2B2,11/6/2016,Y,0.5,
2513,CC2,7,86,90,2.5,O,A1,11/6/2016,N,,
2513,CC2,7,123,87,1.5,O,A1A,11/6/2016,N,,
2513,CC2,7,124,86,1.5,H,A1A,11/6/2016,Y,0.5,
2513,CC2,7,128,85,1.5,O,A1A,11/6/2016,N,,
2513,CC2,11,188,114,0.75,O,A2B,11/6/2016,N,,
2513,CC2,11,188,114,0.75,O,A2B,11/6/2016,N,,
2513,CC2,11,188,114,0.75,O,A2B,11/6/2016,N,,
2513,CC2,11,224,115,1.25,H,A2E-F,11/6/2016,Y,0.5,
2513,CC2,11,129,152,1.5,H,A3,11/6/2016,N,,
2513,CC2,11,178,155,0.25,O,A3A,11/6/2016,N,,
2513,CC2,11,214,166,0.5,O,A3C-D,11/6/2016,N,,
2513,CC2,11,129,155,3.5,H,A3-4,11/6/2016,Y,0.55,
2513,CC2,11,231,105,0.5,O,B4G,11/6/2016,N,,
2514,SJ2,2,55,158,4,O,A1,11/10/2016,N,,
2514,SJ2,2,60,158,4,H,A1,11/10/2016,N,,
2514,SJ2,2,66,158,3.5,O,A1,11/10/2016,N,,
2514,SJ2,2,69,156,3.5,O,A1,11/10/2016,N,,
2514,SJ2,2,78,154,3,H,A1,11/10/2016,Y,0.6,
2514,SJ2,2,88,153,3,O,A1,11/10/2016,N,,
2514,SJ2,2,29,60,6,O,B,11/10/2016,N,,
2514,SJ2,2,40,65,6,H,B,11/10/2016,N,,
2514,SJ2,2,50,175,6,O,B,11/10/2016,N,,
2514,SJ2,3,34,137,8,O,A,11/10/2016,N,,
2514,SJ2,3,68,168,7,H,A,11/10/2016,Y,0.75,
2514,SJ2,3,71,171,7.5,O,A,11/10/2016,N,,
2514,SJ2,3,185,167,2.5,O,A1B,11/10/2016,N,,
2514,SJ2,3,168,195,2.5,H,A2A,11/10/2016,Y,0.6,
2514,SJ2,3,197,191,1.5,O,A2A2,11/10/2016,N,,
2514,SJ2,3,247,152,1,O,A2A4,11/10/2016,N,,
2514,SJ2,3,255,139,1,H,A2A5A,11/10/2016,Y,0.55,
2514,SJ2,3,255,139,1,H,A2A5A,11/10/2016,Y,CW,
2514,SJ2,3,249,158,1.5,O,A2A6C-D,11/10/2016,Y,0.55,
2514,SJ2,3,314,118,1,O,A2A6F-G,11/10/2016,N,,
2514,SJ2,3,254,153,1.75,O,A2C1-2,11/10/2016,N,,
2514,SJ2,7,42,136,6,O,A,11/10/2016,N,,
2514,SJ2,7,126,132,2.5,H,A1,11/10/2016,N,,
2514,SJ2,7,77,158,5.5,O,A1-2,11/10/2016,N,,
2514,SJ2,7,153,172,5,O,A1-2,11/10/2016,N,,
2514,SJ2,7,195,147,2,H,A2,11/10/2016,N,,
2514,SJ2,7,212,145,1.75,O,A2,11/10/2016,N,,
2514,SJ2,7,62,154,5,O,C1,11/10/2016,N,,
2514,SJ2,7,129,162,3,H,C1A,11/10/2016,Y,0.55,
2514,SJ2,7,141,164,1.75,O,C1A1,11/10/2016,N,,
2514,SJ2,6,141,191,1,O,A1D,11/10/2016,N,,
2514,SJ2,6,146,178,1.25,H,A1E-F,11/10/2016,N,,
2514,SJ2,6,197,153,0.25,O,A1G,11/10/2016,N,,
2514,SJ2,6,202,153,0.25,O,A1G,11/10/2016,N,,
2514,SJ2,6,201,152,0.5,H,A1G-H,11/10/2016,N,,
2514,SJ2,6,203,152,0.5,O,A1H-I,11/10/2016,N,,
2514,SJ2,6,101,182,3,O,A2A,11/10/2016,N,,
2514,SJ2,6,78,160,2.5,H,A2B-C,11/10/2016,Y,0.5,
2514,SJ2,6,174,133,1,O,A2B-C,11/10/2016,N,,
2514,SJ2,9,86,167,3.5,O,A1,11/10/2016,N,,
2514,SJ2,9,102,175,3.5,H,A1A-B,11/10/2016,Y,0.45,
2514,SJ2,9,184,176,1.25,O,A1C1-2,11/10/2016,N,,
2514,SJ2,9,178,175,2.25,O,A1C-D,11/10/2016,N,,
2514,SJ2,9,92,170,4,H,A1-2,11/10/2016,N,,
2514,SJ2,9,104,171,4,O,A1-2,11/10/2016,N,,
2514,SJ2,9,35,163,5.5,O,B,11/10/2016,N,,
2514,SJ2,9,113,184,3,H,B1,11/10/2016,N,,
2514,SJ2,9,174,187,1.75,O,B2C-D,11/10/2016,N,,
2514,SJ2,12,24,78,8,O,A,11/10/2016,N,,
2514,SJ2,12,170,165,3.5,H,A1B-C,11/10/2016,N,,
2514,SJ2,12,193,164,2,O,A1C-D,11/10/2016,N,,
2514,SJ2,12,187,171,4,O,A2,11/10/2016,N,,
2514,SJ2,12,196,170,3.5,H,A2A,11/10/2016,N,,
2514,SJ2,12,196,170,3.5,O,A2A,11/10/2016,N,,
2514,SJ2,12,215,164,3,O,A2A-B,11/10/2016,N,,
2514,SJ2,12,267,153,2.75,H,A2B-C,11/10/2016,N,,
2514,SJ2,12,276,153,2.5,O,A2B,11/10/2016,N,,
2514,SJ2,13,156,123,2,O,A1,11/10/2016,N,,
2514,SJ2,13,211,102,0.75,H,A1A3,11/10/2016,N,,
2514,SJ2,13,193,93,1,O,A3B2-3,11/10/2016,N,,
2514,SJ2,13,221,63,0.75,O,A3B2,11/10/2016,N,,
2514,SJ2,13,221,63,0.75,O,A3B2,11/10/2016,N,,
2514,SJ2,13,127,103,1.5,H,A4A-B,11/10/2016,N,,
2514,SJ2,13,152,77,1.25,O,A5,11/10/2016,N,,
2514,SJ2,13,231,157,1.25,H,B8,11/10/2016,N,,
2514,SJ2,13,231,157,1.25,H,B8,11/10/2016,N,,
2514,SJ2,13,238,152,1,O,B8,11/10/2016,N,,
2514,SJ2,13,233,159,2.25,O,B9-10,11/10/2016,N,,
2514,SJ2,13,256,152,1,O,B10,11/10/2016,N,,
2514,SJ2,11,5,159,6,O,A,11/10/2016,N,,
2514,SJ2,11,7,161,5.5,H,A,11/10/2016,N,,
2514,SJ2,11,15,168,5.5,O,A,11/10/2016,N,,
2514,SJ2,11,29,178,3.5,O,A1-2,11/10/2016,N,,
2514,SJ2,11,29,178,3.5,O,A1-2,11/10/2016,N,,
2514,SJ2,11,11,161,4,H,B,11/10/2016,Y,0.7,
2514,SJ2,11,15,163,4,O,B,11/10/2016,N,,
2514,SJ2,11,16,163,4,H,B,11/10/2016,Y,0.7,
2514,SJ2,11,19,164,3.5,O,B,11/10/2016,N,,
2515,SJ1,12,37,125,10.5,O,B,11/10/2016,N,,
2515,SJ1,12,151,172,5,H,A,11/10/2016,N,,
2515,SJ1,12,186,181,5,O,A,11/10/2016,N,,
2515,SJ1,12,236,193,2,O,A1A-B,11/10/2016,N,,
2515,SJ1,12,239,193,1.75,H,A1A-B,11/10/2016,N,,
2515,SJ1,12,247,190,1.5,O,A1A-B,11/10/2016,N,,
2515,SJ1,12,283,202,1.75,O,A5,11/10/2016,N,,
2515,SJ1,12,297,213,1.5,H,A5,11/10/2016,N,,
2515,SJ1,12,285,174,1.25,O,A7,11/10/2016,N,,
2515,SJ1,11,58,83,6.5,O,A,11/10/2016,N,,
2515,SJ1,11,62,85,6,H,A,11/10/2016,Y,CW,
2515,SJ1,11,68,91,6,O,A,11/10/2016,N,,
2515,SJ1,11,195,192,1,O,A1C1,11/10/2016,N,,
2515,SJ1,11,169,174,2.5,H,A1E-F,11/10/2016,N,,
2515,SJ1,11,163,170,1.75,O,A3,11/10/2016,N,,
2515,SJ1,11,111,140,3.5,O,B1,11/10/2016,N,,
2515,SJ1,11,152,136,0.75,H,B2,11/10/2016,N,,
2515,SJ1,11,128,145,1,O,B3,11/10/2016,N,,
2515,SJ1,9,111,192,4.5,O,A1-2,11/10/2016,N,,
2515,SJ1,9,137,193,5,H,A1-2,11/10/2016,N,,
2515,SJ1,9,48,178,6.5,O,B,11/10/2016,N,,
2515,SJ1,9,247,144,2.5,O,B5B-C,11/10/2016,N,,
2515,SJ1,9,263,133,0.75,H,B5D,11/10/2016,N,,
2515,SJ1,9,306,89,1.25,O,B5G,11/10/2016,N,,
2515,SJ1,9,332,63,0.75,O,B5G1,11/10/2016,N,,
2515,SJ1,9,333,62,0.75,H,B5G2,11/10/2016,N,,
2515,SJ1,9,332,63,0.75,O,B5G2-3,11/10/2016,N,,
2515,SJ1,9,338,57,0.75,O,B5G2,11/10/2016,N,,
2515,SJ1,9,275,122,1.25,H,B5G6-7,11/10/2016,N,,
2515,SJ1,9,320,96,1.5,O,B9B-C,11/10/2016,N,,
2515,SJ1,9,284,113,0.75,O,B10A,11/10/2016,N,,
2515,SJ1,9,287,112,0.75,H,B10A,11/10/2016,N,,
2515,SJ1,9,297,111,0.5,O,B10A1,11/10/2016,N,,
2515,SJ1,9,300,112,0.5,O,B10A1,11/10/2016,N,,
2515,SJ1,9,358,57,0.75,H,B12C,11/10/2016,N,,
2515,SJ1,9,309,89,0.75,O,B13,11/10/2016,N,,
2515,SJ1,3,92,168,6.5,O,A1,11/10/2016,N,,
2515,SJ1,3,104,179,6.5,H,A1,11/10/2016,Y,0.35,
2515,SJ1,3,152,193,3,O,A1A,11/10/2016,N,,
2515,SJ1,3,202,198,2.5,O,A1B,11/10/2016,N,,
2515,SJ1,3,202,198,2.5,O,A1B,11/10/2016,N,,
2515,SJ1,3,241,192,1.5,H,A1B1-2,11/10/2016,N,,
2515,SJ1,3,35,129,5.5,O,B,11/10/2016,N,,
2515,SJ1,3,74,141,4.5,H,B,11/10/2016,Y,0.35,
2515,SJ1,3,208,170,2.5,O,B1,11/10/2016,N,,
2515,SJ1,13,35,127,5,O,A,11/10/2016,N,,
2515,SJ1,13,41,131,3,H,A,11/10/2016,N,,
2515,SJ1,13,97,141,3,O,A,11/10/2016,N,,
2515,SJ1,13,25,141,7.5,O,B,11/10/2016,N,,
2515,SJ1,13,40,156,8.5,H,B,11/10/2016,Y,0.5,
2515,SJ1,13,45,161,9,O,B,11/10/2016,N,,
2515,SJ1,13,45,161,9,O,B,11/10/2016,N,,
2515,SJ1,13,118,192,3.5,H,B2,11/10/2016,Y,0.45,
2515,SJ1,13,135,189,3.5,O,B2,11/10/2016,N,,
2515,SJ1,2,-,153,11,O,MT,11/10/2016,N,,
2515,SJ1,2,-,155,11,H,MT,11/10/2016,N,,
2515,SJ1,2,-,161,12,O,MT,11/10/2016,N,,
2515,SJ1,2,207,163,2.5,O,A1B,11/10/2016,N,,
2515,SJ1,2,213,158,3,H,A1B,11/10/2016,Y,0.45,
2515,SJ1,2,213,158,3,H,A1B,11/10/2016,Y,CW,
2515,SJ1,2,276,128,2,O,A1B,11/10/2016,N,,
2515,SJ1,2,172,172,4.5,O,A3,11/10/2016,N,,
2515,SJ1,2,189,165,4,O,A3,11/10/2016,N,,
2515,SJ1,5,16,141,8.5,O,A,11/10/2016,N,,
2515,SJ1,5,28,145,9,H,A,11/10/2016,N,,
2515,SJ1,5,28,145,9,H,A,11/10/2016,N,,
2515,SJ1,5,167,185,4,O,A1A-B,11/10/2016,N,,
2515,SJ1,5,174,186,4,O,A1A-B,11/10/2016,N,,
2515,SJ1,5,182,190,3.5,O,A1A-B,11/10/2016,N,,
2515,SJ1,5,186,193,3.5,O,A1A-B,11/10/2016,N,,
2515,SJ1,5,275,153,3,H,A1C-D,11/10/2016,Y,0.5,
2515,SJ1,5,344,145,0.75,O,A1D1A-B,11/10/2016,N,,
2516,RB2,1,35,47,8,O,A,11/12/2016,N,,
2516,RB2,1,66,78,8,H,A,11/12/2016,Y,0.65,
2516,RB2,1,66,78,8,H,A,11/12/2016,Y,0.55,
2516,RB2,1,209,127,2.5,O,A4,11/12/2016,N,,
2516,RB2,1,282,147,0.75,O,A5A2,11/12/2016,N,,
2516,RB2,1,273,118,2,O,A5D-E,11/12/2016,N,,
2516,RB2,1,210,166,7,O,A6-7,11/12/2016,N,,
2516,RB2,1,100,110,5,H,B1,11/12/2016,N,,
2516,RB2,1,135,113,3.5,O,B1A-B,11/12/2016,N,,
2516,RB2,3,95,94,2.5,O,A1,11/12/2016,N,,
2516,RB2,3,165,112,1,H,A1B2-3,11/12/2016,N,,
2516,RB2,3,214,143,0.75,O,A1C5,11/12/2016,N,,
2516,RB2,3,182,145,0.75,O,A1E1,11/12/2016,N,,
2516,RB2,3,71,78,4,H,A2,11/12/2016,N,,
2516,RB2,3,79,83,3.5,O,A2,11/12/2016,N,,
2516,RB2,3,91,103,4,O,A2-3,11/12/2016,N,,
2516,RB2,3,109,120,4.5,H,A3-4,11/12/2016,N,,
2516,RB2,3,147,131,3.5,O,A6-7,11/12/2016,N,,
2516,RB2,5,138,106,3,O,A1,11/12/2016,N,,
2516,RB2,5,149,124,2.5,H,A2,11/12/2016,Y,0.5,
2516,RB2,5,152,126,2.5,O,A2,11/12/2016,N,,
2516,RB2,5,187,142,1.5,O,A2A,11/12/2016,N,,
2516,RB2,5,186,183,1.75,H,A4A1-2,11/12/2016,Y,0.4,
2516,RB2,5,148,155,3,O,A5,11/12/2016,N,,
2516,RB2,5,268,186,0.75,O,A7A,11/12/2016,N,,
2516,RB2,5,344,168,1,H,A7C,11/12/2016,Y,0.45,
2516,RB2,5,308,148,0.5,O,B1D3,11/12/2016,N,,
2516,RB2,7,21,128,7,O,A,11/12/2016,N,,
2516,RB2,7,21,128,7,O,A,11/12/2016,N,,
2516,RB2,7,55,147,3,H,A1,11/12/2016,N,,
2516,RB2,7,65,148,7,O,B,11/12/2016,N,,
2516,RB2,7,65,148,7,O,B,11/12/2016,N,,
2516,RB2,7,84,155,4,H,B1,11/12/2016,N,,
2516,RB2,7,16,121,6,O,C,11/12/2016,N,,
2516,RB2,7,34,133,6,H,C,11/12/2016,N,,
2516,RB2,7,59,149,4,O,C1,11/12/2016,Y,0.55,
2516,RB2,2,-,82,11,O,MT,11/12/2016,N,,
2516,RB2,2,-,87,11.5,H,MT,11/12/2016,N,,
2516,RB2,2,-,88,12,O,MT,11/12/2016,N,,
2516,RB2,2,14,96,5.5,H,A,11/12/2016,N,,
2516,RB2,2,25,101,5.5,O,A,11/12/2016,N,,
2516,RB2,2,46,113,3,O,A1,11/12/2016,N,,
2516,RB2,2,6,92,7.5,O,B,11/12/2016,N,,
2516,RB2,2,31,113,7.5,H,B,11/12/2016,N,,
2516,RB2,2,36,113,7,O,B,11/12/2016,N,,
2516,RB2,4,64,54,6.5,O,A1A,11/12/2016,N,,
2516,RB2,4,86,81,3.5,H,A2,11/12/2016,N,,
2516,RB2,4,175,70,0.5,O,A3B3,11/12/2016,N,,
2516,RB2,4,175,64,1,O,A3B3-4,11/12/2016,N,,
2516,RB2,4,110,84,3,H,A4,11/12/2016,N,,
2516,RB2,4,153,96,1.5,O,A2C-D,11/12/2016,N,,
2516,RB2,4,93,112,6.5,O,B1,11/12/2016,N,,
2516,RB2,4,173,128,4.5,H,B1B4-5,11/12/2016,Y,0.55,
2516,RB2,4,177,125,4.5,O,B1B5-6,11/12/2016,N,,
2516,RB2,6,32,147,5,O,A1,11/12/2016,N,,
2516,RB2,6,37,149,4.5,H,A1,11/12/2016,Y,0.5,
2516,RB2,6,42,153,4.5,O,A1,11/12/2016,N,,
2516,RB2,6,78,167,4,O,A1,11/12/2016,N,,
2516,RB2,6,110,172,5,H,A1A-B,11/12/2016,Y,0.55,
2516,RB2,6,131,171,3.5,O,A1A-B,11/12/2016,N,,
2516,RB2,6,67,159,5,O,B,11/12/2016,N,,
2516,RB2,6,109,152,4,H,B1,11/12/2016,Y,0.45,
2516,RB2,6,147,154,3,O,B2,11/12/2016,N,,
2516,RB2,8,92,145,8.5,O,A1,11/12/2016,N,,
2516,RB2,8,106,154,8,H,A1,11/12/2016,Y,0.5,
2516,RB2,8,114,153,8,O,A1,11/12/2016,N,,
2516,RB2,8,127,159,7.5,O,A1,11/12/2016,N,,
2516,RB2,8,179,171,6,H,A1A-B,11/12/2016,N,,
2516,RB2,8,185,177,6,O,A1A-B,11/12/2016,N,,
2516,RB2,8,89,145,12,O,A1-2,11/12/2016,N,,
2516,RB2,8,93,147,12,H,A1-2,11/12/2016,Y,0.55,
2516,RB2,8,124,163,11.5,O,A1-2,11/12/2016,N,,
2517,RB1,2,-,160,12,O,MT,11/12/2016,N,,
2517,RB1,2,-,160,12,O,MT,11/12/2016,N,,
2517,RB1,2,125,189,1.5,H,B1A1,11/12/2016,N,,
2517,RB1,2,149,184,1.25,O,B1A1C-D,11/12/2016,N,,
2517,RB1,2,169,177,1,H,C1D1-2,11/12/2016,N,,
2517,RB1,2,181,173,1,O,C1D1-2,11/12/2016,N,,
2517,RB1,2,20,186,3,O,D1,11/12/2016,N,,
2517,RB1,1,86,159,2.5,O,A1,11/12/2016,N,,
2517,RB1,1,95,158,2.5,H,A1,11/12/2016,N,,
2517,RB1,1,116,154,1.75,O,A1A-B,11/12/2016,N,,
2517,RB1,1,140,148,1.75,O,A1A-B,11/12/2016,N,,
2517,RB1,1,155,145,1.75,H,A1A-B,11/12/2016,N,,
2517,RB1,1,184,125,0.75,O,A1C,11/12/2016,N,,
2517,RB1,1,190,120,0.75,O,A1C,11/12/2016,N,,
2517,RB1,1,87,178,6,H,A2,11/12/2016,N,,
2517,RB1,1,181,183,0.75,O,A2B3,11/12/2016,N,,
2517,RB1,4,71,119,2.5,O,A1A-B,11/12/2016,N,,
2517,RB1,4,84,131,1,H,A1B,11/12/2016,N,,
2517,RB1,4,104,143,2.5,O,A1D-E,11/12/2016,Y,0.4,
2517,RB1,4,166,198,0.75,O,B7B,11/12/2016,N,,
2517,RB1,4,86,138,2,H,C3,11/12/2016,N,,
2517,RB1,4,211,184,1,O,E3H,11/12/2016,N,,
2517,RB1,4,112,145,2.5,O,A2C-D,11/12/2016,N,,
2517,RB1,4,196,102,0.75,H,A2B,11/12/2016,Y,0.45,
2517,RB1,4,188,145,1.5,O,A9,11/12/2016,N,,
2517,RB1,10,115,195,3.5,O,A2,11/12/2016,N,,
2517,RB1,10,143,204,3,H,A2A-B,11/12/2016,Y,0.5,
2517,RB1,10,272,188,2,O,A6B-C,11/12/2016,N,,
2517,RB1,10,279,205,2,O,A7-8,11/12/2016,N,,
2517,RB1,10,226,169,2.5,H,B1A2-3,11/12/2016,N,,
2517,RB1,10,252,163,1.5,O,B1A4-5,11/12/2016,N,,
2517,RB1,10,323,178,1,O,B2A1-2,11/12/2016,N,,
2517,RB1,10,160,166,4,H,C1,11/12/2016,N,,
2517,RB1,10,257,156,1.5,O,C1D,11/12/2016,N,,
2517,RB1,9,79,180,2.25,O,A2-3,11/12/2016,N,,
2517,RB1,9,49,123,2.75,H,B,11/12/2016,N,,
2517,RB1,9,43,130,6,O,C,11/12/2016,Y,0.6,
2517,RB1,9,109,45,2.5,O,C2C-D,11/12/2016,N,,
2517,RB1,9,194,132,1,H,C3D,11/12/2016,N,,
2517,RB1,7,9,43,6.5,O,OF8,11/12/2016,N,,
2517,RB1,7,38,76,2.5,H,OF9A,11/12/2016,Y,0.35,
2517,RB1,7,61,95,4,O,OF9A-B,11/12/2016,N,,
2517,RB1,7,12,81,5,O,OF13,11/12/2016,N,,
2517,RB1,7,183,127,1,H,B1M,11/12/2016,Y,0.45,
2517,RB1,7,86,196,10.5,O,D,11/12/2016,N,,
2517,RB1,5,208,162,0.75,O,A1D,11/12/2016,N,,
2517,RB1,5,213,164,0.75,H,A1D,11/12/2016,N,,
2517,RB1,5,178,103,1,O,A2A3,11/12/2016,N,,
2517,RB1,5,228,110,0.75,O,A2F1,11/12/2016,N,,
2517,RB1,5,95,87,6,H,A2-3,11/12/2016,N,,
2518,CC2,9,121,171,4,O,A1,11/18/2016,N,,
2518,CC2,9,127,173,4.5,H,A1,11/18/2016,N,,
2518,CC2,9,162,173,3,O,A1,11/18/2016,N,,
2518,CC2,9,223,130,0.75,O,A1B,11/18/2016,N,,
2518,CC2,9,241,126,0.75,H,A1B,11/18/2016,N,,
2518,CC2,9,245,148,0.5,O,A1E,11/18/2016,N,,
2518,CC2,9,238,130,1,O,A1F,11/18/2016,N,,
2518,CC2,9,117,181,4,H,A2-3,11/18/2016,Y,1.25,
2518,CC2,9,31,97,4.5,O,C,11/18/2016,N,,
2518,CC2,9,61,114,5,O,C,11/18/2016,N,,
2518,CC2,9,93,136,3.5,H,C,11/18/2016,Y,1.3,
2518,CC2,9,109,149,3,O,C1-2,11/18/2016,N,,
2518,CC2,15,186,198,3,O,A1B,11/18/2016,N,,
2518,CC2,15,249,196,1,H,A1B3A,11/18/2016,N,,
2518,CC2,15,216,179,1,O,A1B1,11/18/2016,N,,
2518,CC2,15,289,164,0.75,O,A1B3,11/18/2016,N,,
2518,CC2,15,303,153,0.75,H,A1B3,11/18/2016,Y,0.85,
2518,CC2,15,248,188,1.25,O,A1C2,11/18/2016,N,,
2518,CC2,15,198,188,2.5,O,A1D-E,11/18/2016,N,,
2518,CC2,15,126,184,5.5,H,A2-3,11/18/2016,N,,
2518,CC2,15,144,193,4.5,O,A3-4,11/18/2016,N,,
2518,CC2,15,195,203,1.75,O,B1F,11/18/2016,N,,
2518,CC2,15,197,203,2,H,B1F1-2,11/18/2016,Y,0.7,CUT OFF
2518,CC2,15,244,192,2,O,B1H,11/18/2016,N,,
2518,CC2,14,168,146,1.75,O,A1B,11/18/2016,N,,
2518,CC2,14,168,146,1.75,O,A1B,11/18/2016,N,,
2518,CC2,14,266,147,0.75,H,A1D2B,11/18/2016,N,,
2518,CC2,14,267,146,0.75,O,A1D2B,11/18/2016,N,,
2518,CC2,14,288,143,1,H,A1D2F,11/18/2016,N,,
2518,CC2,14,293,141,1,O,A1D2F,11/18/2016,N,,
2518,CC2,14,232,166,1,O,A1C2,11/18/2016,N,,
2518,CC2,14,237,164,1,H,A1C2,11/18/2016,Y,1,
2518,CC2,14,198,155,2.25,O,A1D-E,11/18/2016,N,,
2518,CC2,14,159,174,1.25,O,A3,11/18/2016,N,,
2518,CC2,14,178,185,2.75,H,A5,11/18/2016,Y,1.05,
2518,CC2,14,128,120,4.5,O,B1,11/18/2016,N,,
2518,CC2,16,135,183,5,O,A1-2,11/18/2016,N,,
2518,CC2,16,143,184,5.5,H,A1-2,11/18/2016,N,,
2518,CC2,16,199,163,2.5,O,A2,11/18/2016,N,,
2518,CC2,16,233,141,1.25,O,A2A2-3,11/18/2016,N,,
2518,CC2,16,217,162,1,H,A2B,11/18/2016,N,,
2518,CC2,16,228,171,0.75,O,A2B,11/18/2016,N,,
2518,CC2,16,242,143,1.75,O,A2D-E,11/18/2016,N,,
2518,CC2,16,37,130,6,H,B,11/18/2016,N,,
2518,CC2,16,110,174,4.5,O,B1-2,11/18/2016,N,,
2518,CC2,16,128,168,2.5,O,B2,11/18/2016,N,,
2518,CC2,16,140,165,2.5,H,B2,11/18/2016,N,,
2518,CC2,16,164,172,1.25,O,B2A,11/18/2016,N,,
2518,CC2,2,129,113,2,O,A1-2,11/18/2016,N,,
2518,CC2,2,129,113,2,O,A1-2,11/18/2016,N,,
2518,CC2,2,135,113,2,H,A1-2,11/18/2016,N,,
2518,CC2,2,60,148,6,O,B1,11/18/2016,Y,1,
2518,CC2,2,138,177,2,H,B1A1,11/18/2016,N,,
2518,CC2,2,200,146,0.5,O,B1D2,11/18/2016,N,,
2518,CC2,2,137,179,4,O,B1D-E,11/18/2016,N,,
2518,CC2,2,146,185,4,H,B1D-E,11/18/2016,N,,
2518,CC2,2,156,193,3.5,O,B1D-E,11/18/2016,Y,1.3,
2518,CC2,2,175,143,0.75,O,B2B1,11/18/2016,Y,1,
2518,CC2,2,196,132,2.25,H,B3A1-2,11/18/2016,N,,
2518,CC2,2,209,133,2,O,B3A2-3,11/18/2016,N,,
2518,CC2,10,33,154,9,O,A,11/18/2016,N,,
2518,CC2,10,33,154,9,O,A,11/18/2016,N,,
2518,CC2,10,37,154,9.5,H,A,11/18/2016,N,,
2518,CC2,10,52,167,8.5,O,A,11/18/2016,N,,
2518,CC2,10,52,167,8.5,O,A,11/18/2016,N,,
2518,CC2,10,112,170,3,H,A1,11/18/2016,N,,
2518,CC2,10,159,188,2,O,B1A,11/18/2016,N,,
2518,CC2,10,151,177,4,H,B1A-B,11/18/2016,N,,
2518,CC2,10,152,173,4.5,O,B1A-B,11/18/2016,N,,
2518,CC2,10,236,171,1.25,O,B1C,11/18/2016,N,,
2518,CC2,10,238,169,1.25,H,B1C,11/18/2016,N,,
2518,CC2,10,259,161,1.25,O,B1C,11/18/2016,N,,
2518,CC2,11,194,151,4,O,A1-2,11/18/2016,N,,
2518,CC2,11,107,147,2.5,H,A2,11/18/2016,Y,1.3,
2518,CC2,11,114,145,2.5,O,A2,11/18/2016,N,,
2518,CC2,11,140,139,2,O,A2A-B,11/18/2016,N,,
2518,CC2,11,149,136,2,H,A2B-C,11/18/2016,N,,
2518,CC2,11,185,127,1.75,O,A2C-D,11/18/2016,N,,
2518,CC2,11,183,112,1.75,O,A2B,11/18/2016,N,,
2518,CC2,11,183,112,1.75,O,A2B,11/18/2016,N,,
2518,CC2,11,98,149,4.5,H,A2-3,11/18/2016,N,,
2518,CC2,11,102,150,4,O,A2-3,11/18/2016,N,,
2518,CC2,11,102,150,4,O,A2-3,11/18/2016,N,,
2518,CC2,11,171,156,2.25,H,A3-4,11/18/2016,N,,
2518,CC2,17,151,144,1.25,O,A1B,11/18/2016,N,,
